Price,Year of built,Size(m2),Floor,HeatingType,N_elevators,N_FacilitiesNearBy(Park),N_SchoolNearBy(Total)
219469,2009,84.5417664,17,individual_heating,5,1,5
219469,1986,105.0733382,6,central_heating,27,1,6
219469,1993,84.91337856,23,individual_heating,20,0,17
219469,1993,84.91337856,6,individual_heating,20,0,17
219469,1993,84.91337856,16,individual_heating,20,0,17
219911,2006,75.34436544,3,individual_heating,0,0,9
220265,2007,102.4720531,30,individual_heating,10,1,8
220353,1986,127.9274861,8,central_heating,27,1,6
220353,2007,102.4720531,13,individual_heating,10,1,8
220353,2008,84.91337856,4,individual_heating,14,1,9
220353,2006,84.5417664,18,individual_heating,0,0,9
220353,2007,84.91337856,7,individual_heating,10,1,8
220353,2007,84.91337856,14,individual_heating,10,1,8
220353,2006,83.89144512,9,individual_heating,11,0,11
220353,2006,75.62307456,2,individual_heating,0,0,9
220353,1993,84.91337856,1,individual_heating,20,0,17
220796,2007,102.4720531,30,individual_heating,10,1,8
221238,1993,163.6022534,3,individual_heating,20,0,17
221238,1993,163.6022534,15,individual_heating,20,0,17
221238,2006,110.7404237,4,individual_heating,11,0,11
221238,1993,217.1144045,9,individual_heating,20,0,17
221238,2007,102.4720531,16,individual_heating,10,1,8
221238,1993,217.1144045,6,individual_heating,20,0,17
221238,2007,129.5068378,12,individual_heating,10,1,8
221238,2007,129.5068378,14,individual_heating,10,1,8
221238,2007,129.5068378,12,individual_heating,10,1,8
221238,2007,129.5068378,6,individual_heating,10,1,8
221238,2007,129.5068378,4,individual_heating,10,1,8
221238,2007,126.9055526,4,individual_heating,10,1,8
221238,1986,194.3531597,5,central_heating,27,1,6
221238,2008,108.4178477,17,individual_heating,14,1,9
221238,2007,126.9055526,21,individual_heating,10,1,8
221238,2007,80.63983872,10,individual_heating,16,2,10
221238,2008,108.4178477,15,individual_heating,14,1,9
221238,1993,163.6022534,23,individual_heating,20,0,17
221238,2007,80.63983872,5,individual_heating,16,2,10
221238,2009,107.7675264,19,individual_heating,5,1,5
221238,2008,84.91337856,6,individual_heating,14,1,9
221238,1986,127.9274861,2,central_heating,27,1,6
221238,2006,84.91337856,13,individual_heating,11,0,7
221238,2007,102.4720531,4,individual_heating,10,1,8
221238,2007,80.63983872,11,individual_heating,16,2,10
221238,1993,217.1144045,18,individual_heating,20,0,17
221238,2008,77.01662016,10,individual_heating,14,1,9
221238,1986,166.8538598,3,central_heating,27,1,6
221238,1986,127.9274861,10,central_heating,27,1,6
221238,2008,77.01662016,18,individual_heating,14,1,9
221238,2005,84.91337856,23,individual_heating,0,0,15
221238,2007,80.63983872,15,individual_heating,16,2,10
221238,2005,109.9971994,2,individual_heating,0,0,15
221238,2006,75.62307456,14,individual_heating,0,0,9
221238,1993,84.91337856,9,individual_heating,20,0,17
221238,1986,84.91337856,5,central_heating,27,1,6
221238,2005,69.02695872,18,individual_heating,0,0,15
221238,1993,84.91337856,17,individual_heating,20,0,17
221238,2005,69.02695872,10,individual_heating,0,0,15
221238,1993,84.91337856,8,individual_heating,20,0,17
221238,1978,83.89144512,6,individual_heating,4,0,11
221238,1992,84.91337856,5,individual_heating,8,0,14
221238,1993,84.91337856,3,individual_heating,20,0,17
221238,1978,83.89144512,11,individual_heating,4,0,11
221238,1978,80.91854784,6,individual_heating,4,0,11
221238,1992,84.91337856,11,individual_heating,8,0,14
221681,1993,163.6022534,4,individual_heating,20,0,17
222123,2007,102.4720531,24,individual_heating,10,1,8
222123,2007,80.63983872,2,individual_heating,16,2,10
222123,2008,77.01662016,14,individual_heating,14,1,9
222123,2006,83.89144512,13,individual_heating,11,0,11
222123,1993,84.91337856,5,individual_heating,20,0,17
222123,1978,83.89144512,12,individual_heating,4,0,11
222566,2007,102.4720531,12,individual_heating,10,1,8
223008,2007,80.63983872,20,individual_heating,16,2,10
223008,1986,166.8538598,1,central_heating,27,1,6
223008,2007,102.4720531,18,individual_heating,10,1,8
223008,2007,80.63983872,4,individual_heating,16,2,10
223008,2008,77.01662016,10,individual_heating,14,1,9
223008,2006,84.5417664,6,individual_heating,0,0,9
223008,2006,75.62307456,18,individual_heating,0,0,9
223008,1986,105.0733382,4,central_heating,27,1,6
223008,2006,79.61790528,10,individual_heating,11,0,11
223008,1978,83.89144512,7,individual_heating,4,0,11
223451,2006,83.89144512,15,individual_heating,11,0,11
223893,2007,129.5068378,8,individual_heating,10,1,8
223893,2007,80.63983872,19,individual_heating,16,2,10
223893,2007,80.63983872,18,individual_heating,16,2,10
223893,2007,102.4720531,5,individual_heating,10,1,8
223893,2006,84.5417664,16,individual_heating,0,0,9
223893,2007,84.91337856,27,individual_heating,10,1,8
223893,2009,84.91337856,19,individual_heating,5,1,5
223893,2005,84.91337856,6,individual_heating,0,0,15
224336,2005,69.02695872,2,individual_heating,0,0,15
224690,2014,84.5417664,20,individual_heating,20,0,17
224778,1993,119.6591155,18,individual_heating,20,0,17
224778,2007,80.63983872,13,individual_heating,16,2,10
224778,2006,84.5417664,19,individual_heating,0,0,9
224778,2006,59.08633344,20,individual_heating,0,0,9
224823,2006,84.5417664,16,individual_heating,0,0,9
225663,2007,102.4720531,14,individual_heating,10,1,8
225663,2005,109.9971994,20,individual_heating,0,0,15
225663,2007,80.63983872,20,individual_heating,16,2,10
225663,2007,129.5068378,5,individual_heating,10,1,8
225663,2007,80.63983872,19,individual_heating,16,2,10
225663,2007,80.63983872,18,individual_heating,16,2,10
225663,1993,217.1144045,6,individual_heating,20,0,17
225663,2007,80.63983872,13,individual_heating,16,2,10
225663,2008,84.91337856,6,individual_heating,14,1,9
225663,2008,84.91337856,2,individual_heating,14,1,9
225663,1993,217.1144045,1,individual_heating,20,0,17
225663,2007,102.4720531,13,individual_heating,10,1,8
225663,1993,217.1144045,18,individual_heating,20,0,17
225663,2005,109.9971994,3,individual_heating,0,0,15
225663,2006,83.89144512,7,individual_heating,11,0,11
225663,2006,84.5417664,7,individual_heating,0,0,9
225663,2009,84.5417664,5,individual_heating,5,1,5
225663,1986,121.9816915,4,central_heating,27,1,6
225663,2005,84.91337856,11,individual_heating,0,0,15
225663,1986,105.0733382,13,central_heating,27,1,6
225663,2005,84.91337856,24,individual_heating,0,0,15
225663,2006,84.5417664,2,individual_heating,0,0,9
225663,2005,84.91337856,13,individual_heating,0,0,15
225663,2006,83.89144512,9,individual_heating,11,0,11
225663,1986,105.0733382,12,central_heating,27,1,6
225663,1978,83.89144512,6,individual_heating,4,0,11
226548,2008,84.91337856,7,individual_heating,14,1,9
226548,2006,84.91337856,8,individual_heating,11,0,7
226548,2005,84.91337856,15,individual_heating,0,0,15
226548,2006,75.34436544,5,individual_heating,0,0,9
226725,2014,84.91337856,21,individual_heating,12,0,0
226991,2006,84.5417664,7,individual_heating,0,0,9
226991,2006,75.62307456,15,individual_heating,0,0,9
226991,1993,84.91337856,10,individual_heating,20,0,17
227433,2007,102.4720531,22,individual_heating,10,1,8
227433,2007,80.63983872,10,individual_heating,16,2,10
227433,1993,217.1144045,13,individual_heating,20,0,17
227433,2008,84.91337856,7,individual_heating,14,1,9
227433,2008,84.91337856,20,individual_heating,14,1,9
227433,2008,77.01662016,14,individual_heating,14,1,9
227433,2008,77.01662016,2,individual_heating,14,1,9
227876,2006,106.745593,13,individual_heating,11,0,7
227876,2006,84.5417664,13,individual_heating,0,0,9
228318,2007,102.4720531,21,individual_heating,10,1,8
228318,2007,80.63983872,19,individual_heating,16,2,10
228318,1993,163.6022534,5,individual_heating,20,0,17
228318,2008,84.91337856,5,individual_heating,14,1,9
228318,1993,119.6591155,19,individual_heating,20,0,17
228318,2007,102.4720531,29,individual_heating,10,1,8
228318,2007,80.63983872,7,individual_heating,16,2,10
228318,1993,119.6591155,15,individual_heating,20,0,17
228318,2007,80.63983872,2,individual_heating,16,2,10
228318,2009,84.5417664,4,individual_heating,5,1,5
228318,2008,77.01662016,3,individual_heating,14,1,9
228318,2006,83.89144512,6,individual_heating,11,0,11
228318,1993,84.91337856,16,individual_heating,20,0,17
228318,1986,84.91337856,9,central_heating,27,1,6
228318,2006,83.89144512,1,individual_heating,11,0,11
228318,1978,83.89144512,9,individual_heating,4,0,11
228761,2007,80.63983872,3,individual_heating,16,2,10
228761,2005,84.91337856,17,individual_heating,0,0,15
228761,2007,102.4720531,26,individual_heating,10,1,8
228849,2007,80.63983872,25,individual_heating,16,2,10
229106,2013,84.5417664,1,individual_heating,14,1,11
229203,2007,131.8294138,8,individual_heating,10,1,8
229203,2007,80.63983872,15,individual_heating,16,2,10
229203,2005,109.9971994,4,individual_heating,0,0,15
229203,2008,84.91337856,22,individual_heating,14,1,9
229203,2007,84.91337856,25,individual_heating,10,1,8
229203,2006,83.89144512,7,individual_heating,11,0,11
229203,1986,84.91337856,6,central_heating,27,1,6
229212,2013,84.5417664,15,individual_heating,14,1,11
230088,2005,109.9971994,10,individual_heating,0,0,15
230088,2006,106.745593,12,individual_heating,11,0,7
230088,2007,102.4720531,21,individual_heating,10,1,8
230088,1986,194.3531597,13,central_heating,27,1,6
230088,2007,129.5068378,8,individual_heating,10,1,8
230088,2007,80.63983872,17,individual_heating,16,2,10
230088,2007,80.63983872,20,individual_heating,16,2,10
230088,2007,129.5068378,8,individual_heating,10,1,8
230088,2007,80.63983872,7,individual_heating,16,2,10
230088,2007,80.63983872,13,individual_heating,16,2,10
230088,2005,109.9971994,11,individual_heating,0,0,15
230088,2007,80.63983872,25,individual_heating,16,2,10
230088,2005,109.9971994,20,individual_heating,0,0,15
230088,2008,84.91337856,12,individual_heating,14,1,9
230088,2008,108.4178477,8,individual_heating,14,1,9
230088,2007,80.63983872,11,individual_heating,16,2,10
230088,2008,84.91337856,23,individual_heating,14,1,9
230088,2008,84.91337856,21,individual_heating,14,1,9
230088,2006,110.7404237,3,individual_heating,11,0,11
230088,2006,84.91337856,13,individual_heating,11,0,7
230088,2008,108.4178477,1,individual_heating,14,1,9
230088,2006,84.91337856,10,individual_heating,11,0,7
230088,2008,77.01662016,12,individual_heating,14,1,9
230088,2009,107.7675264,16,individual_heating,5,1,5
230088,2008,77.01662016,13,individual_heating,14,1,9
230088,1986,121.9816915,11,central_heating,27,1,6
230088,2005,84.91337856,23,individual_heating,0,0,15
230088,2008,84.91337856,19,individual_heating,14,1,9
230088,1993,134.802311,18,individual_heating,20,0,17
230088,2008,77.01662016,7,individual_heating,14,1,9
230088,2006,83.89144512,8,individual_heating,11,0,11
230088,2009,84.5417664,8,individual_heating,5,1,5
230088,2006,84.5417664,20,individual_heating,0,0,9
230088,2005,84.91337856,19,individual_heating,0,0,15
230088,2009,84.5417664,12,individual_heating,5,1,5
230088,2006,84.5417664,14,individual_heating,0,0,9
230088,2005,84.91337856,18,individual_heating,0,0,15
230088,2006,83.89144512,7,individual_heating,11,0,11
230088,2006,83.89144512,4,individual_heating,11,0,11
230088,1993,84.91337856,23,individual_heating,20,0,17
230088,1993,84.91337856,19,individual_heating,20,0,17
230088,2005,69.02695872,20,individual_heating,0,0,15
230088,1993,84.91337856,1,individual_heating,20,0,17
230088,2005,69.02695872,2,individual_heating,0,0,15
230088,1978,83.89144512,1,individual_heating,4,0,11
231415,2008,84.91337856,23,individual_heating,14,1,9
231415,2008,84.91337856,9,individual_heating,14,1,9
231858,2009,107.7675264,17,individual_heating,5,1,5
231858,2006,84.91337856,22,individual_heating,11,0,7
231858,2006,84.91337856,13,individual_heating,11,0,7
231858,1992,84.91337856,10,individual_heating,8,0,14
231858,1993,84.91337856,8,individual_heating,20,0,17
231858,2005,69.02695872,1,individual_heating,0,0,15
232212,2007,102.4720531,24,individual_heating,10,1,8
232300,2007,80.63983872,21,individual_heating,16,2,10
232300,2007,102.4720531,12,individual_heating,10,1,8
232477,2006,84.91337856,12,individual_heating,11,0,7
232743,2006,106.745593,23,individual_heating,11,0,7
232743,2007,80.63983872,18,individual_heating,16,2,10
232743,2006,133.5016685,2,individual_heating,11,0,7
232743,2005,109.9971994,15,individual_heating,0,0,15
232743,2008,84.91337856,10,individual_heating,14,1,9
232743,2008,84.91337856,6,individual_heating,14,1,9
232743,2007,80.63983872,16,individual_heating,16,2,10
232743,2007,80.63983872,12,individual_heating,16,2,10
232743,2006,84.5417664,13,individual_heating,0,0,9
232743,2006,84.5417664,19,individual_heating,0,0,9
232743,2005,84.91337856,21,individual_heating,0,0,15
232743,2006,75.99468672,14,individual_heating,11,0,7
232743,2006,75.62307456,15,individual_heating,0,0,9
232743,1992,134.5236019,6,individual_heating,8,0,14
232743,1986,84.91337856,7,central_heating,27,1,6
232743,2005,69.02695872,17,individual_heating,0,0,15
232743,2005,69.02695872,4,individual_heating,0,0,15
232743,1986,84.91337856,8,central_heating,27,1,6
232743,1986,84.91337856,4,central_heating,27,1,6
233185,2008,84.91337856,6,individual_heating,14,1,9
233185,2008,77.01662016,15,individual_heating,14,1,9
233185,1978,80.91854784,8,individual_heating,4,0,11
233628,2007,131.8294138,5,individual_heating,10,1,8
233628,2007,129.5068378,6,individual_heating,10,1,8
233628,2007,80.63983872,21,individual_heating,16,2,10
233628,2007,102.4720531,20,individual_heating,10,1,8
233628,2008,84.91337856,11,individual_heating,14,1,9
233628,2008,77.01662016,5,individual_heating,14,1,9
234513,2006,133.5016685,3,individual_heating,11,0,7
234513,2007,129.5068378,19,individual_heating,10,1,8
234513,2007,80.63983872,22,individual_heating,16,2,10
234513,2008,108.4178477,8,individual_heating,14,1,9
234513,2006,106.745593,3,individual_heating,11,0,7
234513,2006,84.5417664,20,individual_heating,0,0,9
234513,2009,107.7675264,14,individual_heating,5,1,5
234513,2005,109.9971994,4,individual_heating,0,0,15
234513,2009,107.7675264,6,individual_heating,5,1,5
234513,2008,84.91337856,11,individual_heating,14,1,9
234513,2008,84.91337856,21,individual_heating,14,1,9
234513,2007,102.4720531,6,individual_heating,10,1,8
234513,1986,127.9274861,11,central_heating,27,1,6
234513,2008,84.91337856,3,individual_heating,14,1,9
234513,1993,134.802311,25,individual_heating,20,0,17
234513,2005,84.91337856,18,individual_heating,0,0,15
234513,2006,75.34436544,16,individual_heating,0,0,9
234513,2005,84.91337856,13,individual_heating,0,0,15
234513,2005,69.02695872,13,individual_heating,0,0,15
234513,1986,84.91337856,9,central_heating,27,1,6
234513,1986,84.91337856,6,central_heating,27,1,6
234513,2005,69.02695872,4,individual_heating,0,0,15
235398,2007,80.63983872,16,individual_heating,16,2,10
235398,2005,69.02695872,5,individual_heating,0,0,15
235840,2008,77.01662016,6,individual_heating,14,1,9
236283,2007,129.5068378,13,individual_heating,10,1,8
236283,2007,102.4720531,30,individual_heating,10,1,8
236283,2008,84.91337856,13,individual_heating,14,1,9
236283,1993,134.802311,16,individual_heating,20,0,17
236283,2005,84.91337856,19,individual_heating,0,0,15
236283,1993,84.91337856,9,individual_heating,20,0,17
236283,2005,69.02695872,3,individual_heating,0,0,15
236725,2007,131.8294138,6,individual_heating,10,1,8
236725,2008,77.01662016,12,individual_heating,14,1,9
236725,2006,59.08633344,6,individual_heating,0,0,9
236725,1993,84.91337856,4,individual_heating,20,0,17
237008,2013,84.5417664,1,individual_heating,14,1,11
237008,2013,84.5417664,1,individual_heating,14,1,11
237168,2007,80.63983872,12,individual_heating,16,2,10
237168,1986,194.3531597,1,central_heating,27,1,6
237168,2007,102.4720531,24,individual_heating,10,1,8
237168,2007,80.63983872,25,individual_heating,16,2,10
237168,2007,80.63983872,17,individual_heating,16,2,10
237168,2007,80.63983872,17,individual_heating,16,2,10
237168,2007,80.63983872,3,individual_heating,16,2,10
237168,2007,84.91337856,16,individual_heating,10,1,8
237168,2005,84.91337856,10,individual_heating,0,0,15
237168,1993,84.91337856,2,individual_heating,20,0,17
237168,1993,84.91337856,9,individual_heating,20,0,17
237168,1986,84.91337856,10,central_heating,27,1,6
237168,1986,84.91337856,6,central_heating,27,1,6
237168,2006,59.08633344,1,individual_heating,0,0,9
237168,2005,69.02695872,13,individual_heating,0,0,15
237168,2008,84.91337856,17,individual_heating,14,1,9
237168,1978,83.89144512,1,individual_heating,4,0,11
237610,2007,80.63983872,21,individual_heating,16,2,10
238053,2006,131.1790925,4,individual_heating,11,0,7
238053,2007,80.63983872,23,individual_heating,16,2,10
238053,2007,80.63983872,26,individual_heating,16,2,10
238053,2007,80.63983872,25,individual_heating,16,2,10
238053,2008,84.91337856,23,individual_heating,14,1,9
238053,2007,80.63983872,24,individual_heating,16,2,10
238053,2008,84.91337856,11,individual_heating,14,1,9
238053,2008,77.01662016,17,individual_heating,14,1,9
238053,2006,84.91337856,7,individual_heating,11,0,7
238053,1986,105.0733382,7,central_heating,27,1,6
238053,2005,84.91337856,13,individual_heating,0,0,15
238938,2007,126.9055526,14,individual_heating,10,1,8
238938,2007,80.63983872,22,individual_heating,16,2,10
238938,2007,80.63983872,25,individual_heating,16,2,10
238938,1986,166.8538598,12,central_heating,27,1,6
238938,2007,80.63983872,18,individual_heating,16,2,10
238938,2007,129.5068378,18,individual_heating,10,1,8
238938,2006,106.745593,16,individual_heating,11,0,7
238938,2006,161.9299987,8,individual_heating,11,0,7
238938,2007,80.63983872,15,individual_heating,16,2,10
238938,2007,80.63983872,19,individual_heating,16,2,10
238938,2007,80.63983872,25,individual_heating,16,2,10
238938,2007,80.63983872,13,individual_heating,16,2,10
238938,2008,108.4178477,13,individual_heating,14,1,9
238938,2007,131.8294138,21,individual_heating,10,1,8
238938,2007,80.63983872,5,individual_heating,16,2,10
238938,2008,108.4178477,14,individual_heating,14,1,9
238938,2007,80.63983872,8,individual_heating,16,2,10
238938,2007,80.63983872,24,individual_heating,16,2,10
238938,2007,80.63983872,7,individual_heating,16,2,10
238938,2007,80.63983872,13,individual_heating,16,2,10
238938,2007,80.63983872,14,individual_heating,16,2,10
238938,2009,107.7675264,6,individual_heating,5,1,5
238938,2008,84.91337856,17,individual_heating,14,1,9
238938,1986,127.9274861,4,central_heating,27,1,6
238938,1986,166.8538598,2,central_heating,27,1,6
238938,2009,84.5417664,14,individual_heating,5,1,5
238938,2006,84.5417664,9,individual_heating,0,0,9
238938,2008,77.01662016,7,individual_heating,14,1,9
238938,2005,84.91337856,11,individual_heating,0,0,15
238938,1993,163.6022534,17,individual_heating,20,0,17
238938,1986,121.9816915,6,central_heating,27,1,6
238938,2006,83.89144512,1,individual_heating,11,0,11
238938,2006,83.89144512,2,individual_heating,11,0,11
238938,2008,77.01662016,16,individual_heating,14,1,9
238938,1993,84.91337856,14,individual_heating,20,0,17
238938,2014,59.4579456,17,individual_heating,20,0,17
238938,1986,84.91337856,11,central_heating,27,1,6
238938,2005,69.02695872,9,individual_heating,0,0,15
238938,1993,84.91337856,21,individual_heating,20,0,17
239823,2005,69.02695872,17,individual_heating,0,0,15
239823,2005,69.02695872,12,individual_heating,0,0,15
240265,2014,59.4579456,5,individual_heating,20,0,17
240707,2007,80.63983872,19,individual_heating,16,2,10
240707,2006,84.5417664,12,individual_heating,0,0,9
240707,2006,83.89144512,14,individual_heating,11,0,11
240707,2006,75.99468672,14,individual_heating,11,0,7
240707,2008,84.91337856,1,individual_heating,14,1,9
240707,1992,134.5236019,14,individual_heating,8,0,14
240707,2005,69.02695872,18,individual_heating,0,0,15
241150,2008,77.01662016,11,individual_heating,14,1,9
241592,2007,129.5068378,13,individual_heating,10,1,8
241592,2008,84.91337856,25,individual_heating,14,1,9
241592,2008,84.91337856,25,individual_heating,14,1,9
241592,2006,84.91337856,25,individual_heating,11,0,7
241592,1993,163.6022534,20,individual_heating,20,0,17
241592,2005,69.02695872,17,individual_heating,0,0,15
241592,2014,59.4579456,30,individual_heating,20,0,17
241592,2005,69.02695872,21,individual_heating,0,0,15
241592,1993,84.91337856,13,individual_heating,20,0,17
241592,2005,69.02695872,8,individual_heating,0,0,15
242035,2007,80.63983872,18,individual_heating,16,2,10
242035,2014,59.4579456,7,individual_heating,20,0,17
242274,2013,84.5417664,4,individual_heating,14,1,11
242300,2006,110.7404237,15,individual_heating,11,0,11
242477,2007,80.63983872,17,individual_heating,16,2,10
242477,2008,108.4178477,10,individual_heating,14,1,9
242477,2007,80.63983872,8,individual_heating,16,2,10
242477,2006,84.91337856,16,individual_heating,11,0,7
242477,1993,134.802311,14,individual_heating,20,0,17
242477,2008,77.01662016,3,individual_heating,14,1,9
242477,1986,84.91337856,3,central_heating,27,1,6
242477,2005,69.02695872,14,individual_heating,0,0,15
242477,2014,59.4579456,30,individual_heating,20,0,17
242477,2005,69.02695872,9,individual_heating,0,0,15
242477,2005,69.02695872,15,individual_heating,0,0,15
242920,2006,133.5016685,4,individual_heating,11,0,7
242920,2006,84.5417664,8,individual_heating,0,0,9
243362,1993,217.1144045,14,individual_heating,20,0,17
243362,1986,166.8538598,7,central_heating,27,1,6
243362,2007,126.9055526,21,individual_heating,10,1,8
243362,2007,126.9055526,4,individual_heating,10,1,8
243362,2007,102.4720531,20,individual_heating,10,1,8
243362,2007,80.63983872,22,individual_heating,16,2,10
243362,2006,106.745593,7,individual_heating,11,0,7
243362,2007,126.9055526,4,individual_heating,10,1,8
243362,2007,129.5068378,4,individual_heating,10,1,8
243362,2007,102.4720531,17,individual_heating,10,1,8
243362,2008,84.91337856,24,individual_heating,14,1,9
243362,2007,102.4720531,25,individual_heating,10,1,8
243362,2007,102.4720531,21,individual_heating,10,1,8
243362,2007,102.4720531,16,individual_heating,10,1,8
243362,1993,134.802311,20,individual_heating,20,0,17
243362,2009,107.7675264,8,individual_heating,5,1,5
243362,2008,77.01662016,18,individual_heating,14,1,9
243362,2006,84.5417664,4,individual_heating,0,0,9
243362,2005,84.91337856,22,individual_heating,0,0,15
243362,2009,84.5417664,7,individual_heating,5,1,5
243362,2008,77.01662016,14,individual_heating,14,1,9
243362,2006,84.5417664,18,individual_heating,0,0,9
243362,2005,84.91337856,6,individual_heating,0,0,15
243362,1986,105.0733382,9,central_heating,27,1,6
243362,2014,59.4579456,9,individual_heating,20,0,17
243362,2006,59.08633344,6,individual_heating,0,0,9
243362,2014,59.4579456,9,individual_heating,20,0,17
243362,2005,69.02695872,10,individual_heating,0,0,15
243362,1993,84.91337856,24,individual_heating,20,0,17
243362,1993,84.91337856,13,individual_heating,20,0,17
243362,1986,84.91337856,9,central_heating,27,1,6
243362,2005,69.02695872,8,individual_heating,0,0,15
244247,2007,84.91337856,27,individual_heating,10,1,8
244247,2014,59.4579456,20,individual_heating,20,0,17
244247,1993,84.91337856,13,individual_heating,20,0,17
244690,1986,127.9274861,7,central_heating,27,1,6
244911,2013,84.5417664,3,individual_heating,14,1,11
244911,2013,84.5417664,3,individual_heating,14,1,11
244911,2013,84.5417664,2,individual_heating,14,1,11
244911,2013,84.5417664,2,individual_heating,14,1,11
244911,2013,84.5417664,3,individual_heating,14,1,11
244911,2013,84.5417664,3,individual_heating,14,1,11
244911,2013,84.5417664,2,individual_heating,14,1,11
245132,2007,129.5068378,14,individual_heating,10,1,8
245132,2007,80.63983872,9,individual_heating,16,2,10
245132,2006,110.7404237,10,individual_heating,11,0,11
245132,2008,84.91337856,25,individual_heating,14,1,9
245132,2006,110.7404237,14,individual_heating,11,0,11
245132,2005,109.9971994,6,individual_heating,0,0,15
245132,2006,110.7404237,2,individual_heating,11,0,11
245132,2006,75.62307456,5,individual_heating,0,0,9
245132,2006,79.61790528,5,individual_heating,11,0,11
245132,2005,69.02695872,3,individual_heating,0,0,15
245132,1986,105.0733382,2,central_heating,27,1,6
245575,2007,129.5068378,26,individual_heating,10,1,8
245575,1986,127.9274861,7,central_heating,27,1,6
245575,2005,69.02695872,19,individual_heating,0,0,15
246017,2007,80.63983872,22,individual_heating,16,2,10
246017,2007,80.63983872,8,individual_heating,16,2,10
246017,2007,131.8294138,12,individual_heating,10,1,8
246017,2008,77.01662016,12,individual_heating,14,1,9
246017,2007,84.91337856,17,individual_heating,10,1,8
246017,1986,84.91337856,7,central_heating,27,1,6
246017,2014,59.4579456,9,individual_heating,20,0,17
246017,1993,84.91337856,12,individual_heating,20,0,17
246230,2013,84.26305728,7,individual_heating,14,1,11
246460,2008,84.91337856,4,individual_heating,14,1,9
246902,2007,129.5068378,27,individual_heating,10,1,8
246902,2005,84.91337856,13,individual_heating,0,0,15
246902,2008,84.91337856,19,individual_heating,14,1,9
246902,2005,84.91337856,18,individual_heating,0,0,15
247345,2006,84.5417664,7,individual_heating,0,0,9
247345,2005,84.91337856,21,individual_heating,0,0,15
247787,2007,134.5236019,31,individual_heating,10,1,8
247787,2006,133.5016685,6,individual_heating,11,0,7
247787,2007,129.5068378,13,individual_heating,10,1,8
247787,2006,133.5016685,4,individual_heating,11,0,7
247787,2007,126.9055526,13,individual_heating,10,1,8
247787,2007,129.5068378,3,individual_heating,10,1,8
247787,2006,106.745593,5,individual_heating,11,0,7
247787,2007,129.5068378,19,individual_heating,10,1,8
247787,1986,194.3531597,3,central_heating,27,1,6
247787,2007,129.5068378,27,individual_heating,10,1,8
247787,2007,129.5068378,12,individual_heating,10,1,8
247787,2007,129.5068378,14,individual_heating,10,1,8
247787,2008,84.91337856,22,individual_heating,14,1,9
247787,2007,102.4720531,23,individual_heating,10,1,8
247787,2008,84.91337856,17,individual_heating,14,1,9
247787,2006,84.91337856,23,individual_heating,11,0,7
247787,2008,84.91337856,17,individual_heating,14,1,9
247787,2007,102.4720531,10,individual_heating,10,1,8
247787,1986,166.8538598,11,central_heating,27,1,6
247787,1986,127.9274861,10,central_heating,27,1,6
247787,1986,127.9274861,3,central_heating,27,1,6
247787,2008,108.4178477,1,individual_heating,14,1,9
247787,2006,84.5417664,8,individual_heating,0,0,9
247787,2009,84.5417664,7,individual_heating,5,1,5
247787,2006,75.99468672,20,individual_heating,11,0,7
247787,2006,83.89144512,15,individual_heating,11,0,11
247787,2015,59.82955776,24,individual_heating,24,1,5
247787,1993,84.91337856,12,individual_heating,20,0,17
247787,1993,84.91337856,10,individual_heating,20,0,17
247787,2006,59.08633344,8,individual_heating,0,0,9
247787,2014,59.4579456,5,individual_heating,20,0,17
247787,2014,59.4579456,14,individual_heating,20,0,17
247787,2014,59.82955776,7,individual_heating,20,0,17
247787,2006,83.89144512,4,individual_heating,11,0,11
247787,1986,105.0733382,1,central_heating,27,1,6
247787,2006,75.34436544,7,individual_heating,0,0,9
247787,2006,59.08633344,16,individual_heating,0,0,9
247787,1992,134.5236019,2,individual_heating,8,0,14
247787,1993,84.91337856,2,individual_heating,20,0,17
247787,1986,84.91337856,7,central_heating,27,1,6
248672,2007,129.5068378,15,individual_heating,10,1,8
248672,2006,83.89144512,6,individual_heating,11,0,11
248884,2013,84.5417664,6,individual_heating,14,1,11
249557,2008,108.4178477,3,individual_heating,14,1,9
249557,2006,84.5417664,8,individual_heating,0,0,9
249557,2005,69.02695872,6,individual_heating,0,0,15
249557,2005,69.02695872,13,individual_heating,0,0,15
249557,1993,84.91337856,15,individual_heating,20,0,17
250000,2005,109.9971994,12,individual_heating,0,0,15
250000,2009,107.7675264,4,individual_heating,5,1,5
250000,2005,84.91337856,16,individual_heating,0,0,15
250000,2005,69.02695872,19,individual_heating,0,0,15
250000,1993,84.91337856,12,individual_heating,20,0,17
250176,2013,84.26305728,9,individual_heating,14,1,11
250176,2013,84.5417664,5,individual_heating,14,1,11
250176,2013,84.26305728,8,individual_heating,14,1,11
250176,2013,84.5417664,11,individual_heating,14,1,11
250176,2013,84.5417664,9,individual_heating,14,1,11
250176,2013,84.5417664,8,individual_heating,14,1,11
250176,2013,84.26305728,10,individual_heating,14,1,11
250176,2013,84.5417664,4,individual_heating,14,1,11
250176,2013,84.5417664,5,individual_heating,14,1,11
250176,2013,84.26305728,8,individual_heating,14,1,11
250176,2013,84.5417664,5,individual_heating,14,1,11
250176,2013,84.5417664,4,individual_heating,14,1,11
250176,2013,84.5417664,8,individual_heating,14,1,11
250176,2013,84.5417664,11,individual_heating,14,1,11
